rule_key,domain,severity,status,device_id,zone_id,hall_id,event_timestamp,detected_at,trigger_value,threshold_value,message,escalation_level,metadata,recommended_action,action_status,auto_response_executed,acknowledged_by,acknowledged_at,resolved_at,response_type,response_action
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD31,zoneD,HZD06,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,19.3,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.3 < 20.,0,"{""readingId"": ""2a2f5f0a-baa8-4fd3-9902-46af0e9025df"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 04:13:00+00:00,2026-01-29 03:10:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD05,zoneD,HZD01,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.9,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.9 < 20.,0,"{""readingId"": ""f95632ca-5a64-404d-aa85-067ff819c8c5"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 17:20:00+00:00,2026-01-29 12:30:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC14,zoneC,HZC03,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.27,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.27 < 20.,0,"{""readingId"": ""86df131c-26f1-4b92-af5e-2d9e84d9b6b7"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 12:42:00+00:00,2026-01-28 13:45:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,19.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.0 < 20.,0,"{""readingId"": ""c1073f4b-636c-4bdc-848f-c79c492bde73"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-26 21:44:00+00:00,2026-01-27 06:53:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC24,zoneC,HZC05,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.39,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.39 < 20.,0,"{""readingId"": ""b33e1c9c-053f-40dd-a673-888423683feb"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 13:40:00+00:00,2026-01-29 00:09:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB47,zoneB,HZB08,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,310440.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=310440.0 > 60.,0,"{""readingId"": ""f705d28a-8936-4e1e-b9a1-bb3a550e83fe"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 02:11:00+00:00,2026-01-27 11:15:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB44,zoneB,HZB08,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,99840.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=99840.0 > 60.,0,"{""readingId"": ""a2132661-daad-4680-860b-981a99b3abea"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 10:45:00+00:00,2026-01-28 23:21:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB41,zoneB,HZB07,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.03,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.03 < 20.,0,"{""readingId"": ""469edfbb-e23b-4306-a685-206b9264dfe5"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 16:51:00+00:00,2026-01-29 08:23:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC09,zoneC,HZC02,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.03,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.03 < 20.,0,"{""readingId"": ""131aaebe-f92d-4ca0-b70e-4863b1c73616"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 19:50:00+00:00,2026-01-29 03:56:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZB45,zoneB,HZB08,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,241740.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=241740.0 > 60.,0,"{""readingId"": ""77efc240-c8a8-4fa4-95de-fa650b356811"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 00:20:00+00:00,2026-01-28 18:33:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC29,zoneC,HZC06,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,19.5,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.5 < 20.,0,"{""readingId"": ""3e4547e0-a50a-4fb2-b4f7-cb4fd9b144fc"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 11:52:00+00:00,2026-01-28 14:34:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD26,zoneD,HZD05,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.12,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.12 < 20.,0,"{""readingId"": ""0d13c469-702a-427a-a861-d60b06d17d82"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-26 23:22:00+00:00,2026-01-27 21:55:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD21,zoneD,HZD04,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""feeada2e-9d76-433c-966c-e610d607a731"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-26 21:28:00+00:00,2026-01-28 12:11:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZD01,zoneD,,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,255.54,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=255.54 > 50.,1,"{""readingId"": ""cd430d0f-1c02-4910-aefa-41a51a9e462b"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,103,2026-01-27 05:36:00+00:00,2026-01-27 21:02:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZC01,zoneC,,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,254.06,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=254.06 > 50.,1,"{""readingId"": ""d1ef882c-0de6-4ab1-834b-c5bc2e4b3ad9"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,103,2026-01-27 08:23:00+00:00,2026-01-27 11:59:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZB01,zoneB,,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,328.46,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=328.46 > 50.,1,"{""readingId"": ""1f55dd49-270b-464d-81aa-22b0ca44fd72"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,102,2026-01-27 04:36:00+00:00,2026-01-27 04:46:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZA01,zoneA,,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,248.06,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=248.06 > 50.,1,"{""readingId"": ""8808bff5-a2df-4193-904f-850d82df9bb1"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,104,2026-01-27 05:08:00+00:00,2026-01-27 21:03:00+00:00,MANUAL,Review HVAC efficiency and load
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC04,zoneC,HZC01,2026-01-26T21:23:00+00:00,2026-01-26 21:23:00+00:00,18.24,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.24 < 20.,0,"{""readingId"": ""71ad54b7-90c6-4f64-a4e4-186174ccb5f3"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 17:12:00+00:00,2026-01-29 02:57:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA06,zoneA,HZA01,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.53,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.53 < 20.,0,"{""readingId"": ""507e7db0-0a7c-42e2-b76e-f373c2526126"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 08:08:00+00:00,2026-01-28 20:02:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZD10,zoneD,HZD02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,596220.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=596220.0 > 60.,0,"{""readingId"": ""0e70f59e-679c-4f65-8bde-310ceba78cd6"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-26 21:45:00+00:00,2026-01-28 05:32:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA18,zoneA,HZA03,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.22,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.22 < 20.,0,"{""readingId"": ""fc289445-0a90-4f9d-bc07-9637aafce872"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 12:27:00+00:00,2026-01-29 03:37:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA24,zoneA,HZA04,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.8,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.8 < 20.,0,"{""readingId"": ""9a09c143-1e71-4a85-89c4-0daa7e6b4296"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 09:59:00+00:00,2026-01-28 09:11:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA30,zoneA,HZA05,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.21,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.21 < 20.,0,"{""readingId"": ""440f029d-df2d-432b-8483-73b88cabd92b"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 15:21:00+00:00,2026-01-28 13:34:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA12,zoneA,HZA02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,19.23,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.23 < 20.,0,"{""readingId"": ""c03d7d4d-bfdd-4667-b7b1-9dfefb5c7c6d"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 14:29:00+00:00,2026-01-28 22:35:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,ENVZA07,zoneA,HZA01,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,755640.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=755640.0 > 60.,0,"{""readingId"": ""14ffef3f-bbb3-4770-9480-3bfe40d82db2"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 00:54:00+00:00,2026-01-27 16:46:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZA34,zoneA,HZA06,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,225120.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=225120.0 > 60.,0,"{""readingId"": ""b9519ee1-59bf-4931-8750-3e0610557954"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 14:34:00+00:00,2026-01-27 22:35:00+00:00,MANUAL,Check device connectivity
SUS_HIGH_EMISSIONS,SUSTAINABILITY,MEDIUM,NEW,ENVZD12,zoneD,HZD02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,1516.0,1500.0,SUS_HIGH_EMISSIONS triggered: co2ppm=1516.0 > 1500.,0,"{""readingId"": ""0aaff7b2-011f-45f4-bbeb-eeacd35ab1f6"", ""readingType"": ""environment""}",Review system status,COMPLETED,True,103,2026-01-26 22:24:00+00:00,2026-01-27 18:24:00+00:00,AUTOMATED,Automated system mitigation applied
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB23,zoneB,HZB04,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,19.14,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.14 < 20.,0,"{""readingId"": ""b339a2a0-79c5-4c31-91d5-f0252fd0bed3"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 18:51:00+00:00,2026-01-27 22:23:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB35,zoneB,HZB06,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.01,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.01 < 20.,0,"{""readingId"": ""cc6889f5-b617-4227-b494-7bed268199e3"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 03:24:00+00:00,2026-01-27 13:16:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB29,zoneB,HZB05,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.61,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.61 < 20.,0,"{""readingId"": ""2113746f-2cc4-4cc6-9f2a-e7bf7e3b1d20"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 02:25:00+00:00,2026-01-27 03:42:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB05,zoneB,HZB01,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,711540.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=711540.0 > 60.,0,"{""readingId"": ""e14aa11a-efbf-45c4-92d0-fd86985d0a65"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 02:52:00+00:00,2026-01-28 10:30:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB17,zoneB,HZB03,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.1,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.1 < 20.,0,"{""readingId"": ""50c93c1b-c435-4d67-be74-de7e4d2eec1f"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 09:36:00+00:00,2026-01-29 01:38:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB11,zoneB,HZB02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.18,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.18 < 20.,0,"{""readingId"": ""ed418b71-6688-4c00-b83a-c49c9e6d1fde"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 15:07:00+00:00,2026-01-28 12:13:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB13,zoneB,HZB03,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,567960.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=567960.0 > 60.,0,"{""readingId"": ""4f6c28cd-bb53-4e01-a05a-42b4361406f2"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 08:07:00+00:00,2026-01-28 19:05:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA35,zoneA,HZA06,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,19.07,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.07 < 20.,0,"{""readingId"": ""d53c4d84-602c-4605-a985-6f5557e10527"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-26 22:38:00+00:00,2026-01-27 21:40:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_AIR_QUALITY_001,OPERATIONS,MEDIUM,NEW,ENVZD12,zoneD,HZD02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,1516.0,1200.0,OPS_AIR_QUALITY_001 triggered: co2ppm=1516.0 > 1200.,0,"{""readingId"": ""0aaff7b2-011f-45f4-bbeb-eeacd35ab1f6"", ""readingType"": ""environment""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 16:51:00+00:00,2026-01-27 21:47:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,19.01,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.01 < 20.,0,"{""readingId"": ""cd46c13d-5d4c-4cf0-8841-2669407f6036"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 00:38:00+00:00,2026-01-27 04:31:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD05,zoneD,HZD01,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.93,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.93 < 20.,0,"{""readingId"": ""7ea8c7d4-7a5f-44c4-b126-3de66c89acc2"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 19:24:00+00:00,2026-01-28 22:07:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC14,zoneC,HZC03,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.31,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.31 < 20.,0,"{""readingId"": ""68cbfd6a-03c5-41e6-8028-13997c157204"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 00:55:00+00:00,2026-01-27 19:17:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC24,zoneC,HZC05,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.45,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.45 < 20.,0,"{""readingId"": ""d9f15fd3-6aaf-49c8-ae58-b7c70daa58ee"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 00:36:00+00:00,2026-01-27 19:29:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC09,zoneC,HZC02,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""f228c854-de16-4cca-9abe-8f86dfb40b2b"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 20:12:00+00:00,2026-01-29 03:33:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB47,zoneB,HZB08,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,532680.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=532680.0 > 60.,0,"{""readingId"": ""b104f9cf-c823-4b0f-a8c8-ee386192d257"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-26 22:11:00+00:00,2026-01-27 04:46:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZB45,zoneB,HZB08,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,150240.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=150240.0 > 60.,0,"{""readingId"": ""f8b9eb4c-a145-4cc9-a9f7-b49563f35b99"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 13:27:00+00:00,2026-01-28 15:20:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB44,zoneB,HZB08,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,390060.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=390060.0 > 60.,0,"{""readingId"": ""cea0b26f-69a7-4c64-aa4b-1295232749bb"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 03:22:00+00:00,2026-01-28 23:21:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB41,zoneB,HZB07,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.05,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.05 < 20.,0,"{""readingId"": ""7abf05d8-d635-466f-adde-a17d04435cf0"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 16:52:00+00:00,2026-01-27 21:48:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC04,zoneC,HZC01,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.33,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.33 < 20.,0,"{""readingId"": ""52181641-176b-4c7b-9afb-c48eed6329bb"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 01:08:00+00:00,2026-01-27 17:59:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD16,zoneD,HZD03,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.15,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.15 < 20.,0,"{""readingId"": ""30c33ceb-cfde-470a-b840-25fadea23478"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 08:16:00+00:00,2026-01-29 04:08:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC29,zoneC,HZC06,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,19.52,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.52 < 20.,0,"{""readingId"": ""fd4dfeec-d1d2-4034-9c19-4d3047802fd7"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 00:24:00+00:00,2026-01-27 18:06:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD26,zoneD,HZD05,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.14,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.14 < 20.,0,"{""readingId"": ""0f13afc1-b46d-41be-a404-d0c88e5f299c"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-26 21:57:00+00:00,2026-01-27 10:37:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD21,zoneD,HZD04,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,18.11,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.11 < 20.,0,"{""readingId"": ""9c1e1c60-9204-4510-857a-e526700807fb"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 12:47:00+00:00,2026-01-29 00:56:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZC01,zoneC,,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,243.84,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=243.84 > 50.,1,"{""readingId"": ""a0bd4f94-c77c-43a7-9e49-5c0065c974be"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,101,2026-01-27 21:11:00+00:00,2026-01-29 03:18:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZB01,zoneB,,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,326.08,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=326.08 > 50.,1,"{""readingId"": ""8d2ecd6b-2703-491f-876d-305417565abf"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,103,2026-01-27 04:49:00+00:00,2026-01-27 22:43:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZA01,zoneA,,2026-01-26T21:38:00+00:00,2026-01-26 21:38:00+00:00,252.87,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=252.87 > 50.,1,"{""readingId"": ""4885d8e1-624c-4360-a598-3527f431d1d7"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,102,2026-01-27 06:15:00+00:00,2026-01-27 07:59:00+00:00,MANUAL,Review HVAC efficiency and load
